# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.uncachedFileAccess,1781265216057000000,1781265225690000000,67
FilePageCache.pageHits,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.totalPagesRequested,1781265216057000000,1781265225690000000,0
DirectByteBufferAllocator.hits,1781265216057000000,1781265225690000000,3
StorageLockContext.competingThreads.90P,1781265216057000000,1781265225690000000,0
MappedFileStorage.totalBytesMapped,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1781265216057000000,1781265225690000000,0
FilePageCache.pageLoads,1781265216057000000,1781265225690000000,168
FilePageCache.pageFastCacheHits,1781265216057000000,1781265225690000000,3317
FilePageCacheLockFree.housekeeperTurnsSkipped,1781265216057000000,1781265225690000000,0
DirectByteBufferAllocator.disposed,1781265216057000000,1781265225690000000,125
FilePageCacheLockFree.totalClosedStoragesReclaimed,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.totalPagesAllocated,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.totalBytesRequested,1781265216057000000,1781265225690000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781265216057000000,1781265225690000000,41943040
FilePageCacheLockFree.totalPagesWritten,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.heapBytesInUse,1781265216057000000,1781265225690000000,0
FilePageCache.capacityInBytes,1781265216057000000,1781265225690000000,503316478
FilePageCacheLockFree.totalPagesRequestsMs,1781265216057000000,1781265225690000000,0
DirectByteBufferAllocator.reclaimed,1781265216057000000,1781265225690000000,43
FilePageCache.maxCacheSizeInBytes,1781265216057000000,1781265225690000000,173015040
FilePageCacheLockFree.totalPagesReclaimed,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.totalBytesRead,1781265216057000000,1781265225690000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1781265216057000000,1781265225690000000,0
MappedFileStorage.totalPagesMapped,1781265216057000000,1781265225690000000,0
DirectByteBufferAllocator.misses,1781265216057000000,1781265225690000000,165
workspaceModel.cachedValueWithParameters.calculated.ms,1781265216057000000,1781265225690000000,0
workspaceModel.cachedValue.from.cache.ms,1781265216057000000,1781265225690000000,0
workspaceModel.cachedValue.calculated.ms,1781265216057000000,1781265225690000000,0
workspaceModel.full.replace.project.model.ms,1781265216057000000,1781265225690000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1781265216057000000,1781265225690000000,0
workspaceModel.update.unloaded.entities.ms,1781265216057000000,1781265225690000000,0
workspaceModel.initializing.ms,1781265216057000000,1781265225690000000,0
workspaceModel.replace.project.model.ms,1781265216057000000,1781265225690000000,0
workspaceModel.updates.ms,1781265216057000000,1781265225690000000,0
workspaceModel.check.recursive.update.ms,1781265216057000000,1781265225690000000,0
workspaceModel.updates.precise.ms,1781265216057000000,1781265225690000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1781265216057000000,1781265225690000000,0
workspaceModel.collect.changes.ms,1781265216057000000,1781265225690000000,0
workspaceModel.cachedValue.clear.ms,1781265216057000000,1781265225690000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1781265216057000000,1781265225690000000,0
workspaceModel.loading.total.ms,1781265216057000000,1781265225690000000,48
workspaceModel.cachedValue.total.get.ms,1781265216057000000,1781265225690000000,0
workspaceModel.pre.handlers.ms,1781265216057000000,1781265225690000000,0
workspaceModel.init.bridges.ms,1781265216057000000,1781265225690000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1781265216057000000,1781265225690000000,3
workspaceModel.updates.count,1781265216057000000,1781265225690000000,0
workspaceModel.to.snapshot.ms,1781265216057000000,1781265225690000000,0
workspaceModel.loading.from.cache.ms,1781265216057000000,1781265225690000000,38
